network_code,receiver_code,stw_start_time,stalta_Z,sta_Z,stalta_N,sta_N,stalta_E,sta_E,label
NW,HQIL,2015-04-10T10:20:20.000000Z,0.816187925,2.12E-07,1.00588785,3.19E-07,0.952478439,2.89E-07,N
NW,HQIL,2015-05-04T10:54:55.000000Z,0.994182486,1.91E-07,1.350379549,4.11E-07,1.428224879,4.93E-07,N
NW,HQIL,2015-05-03T19:31:20.000000Z,0.918823717,1.01E-07,0.914898484,1.65E-07,0.911089576,1.59E-07,N
NW,HQIL,2015-06-13T15:47:30.000000Z,1.122781472,2.90E-07,1.271354043,7.28E-07,1.346306615,8.75E-07,N
NW,HQIL,2015-04-27T19:26:35.000000Z,0.823919835,2.99E-07,0.882839175,5.69E-07,0.863794854,6.00E-07,N
NW,HQIL,2015-05-17T15:30:45.000000Z,0.915742209,8.42E-08,0.80052335,3.13E-07,0.855754212,2.11E-07,N
NW,HQIL,2015-05-03T01:55:30.000000Z,0.66,1.08E-07,0.790363494,1.54E-07,1.096548128,1.98E-07,N
NW,HQIL,2015-05-01T13:06:25.000000Z,1.193541609,6.33E-07,1.058713098,1.02E-06,1.251504763,1.75E-06,N
NW,HQIL,2015-06-14T20:21:35.000000Z,0.973652206,2.31E-07,1.281815246,3.33E-07,0.850252257,2.23E-07,N
NW,HQIL,2015-06-28T18:34:25.000000Z,0.725477471,1.60E-07,0.99,3.88E-07,1.057267083,5.09E-07,N
NW,HQIL,2015-06-05T22:37:55.000000Z,1.089428685,1.19E-06,1.047225956,2.20E-06,0.977572031,3.42E-06,N
NW,HQIL,2015-05-26T06:11:05.000000Z,1.110939866,1.05E-07,1.483104505,2.02E-07,1.159277588,1.84E-07,N
NW,HQIL,2015-04-06T23:16:20.000000Z,1.048139238,2.00E-07,1.129163587,4.89E-07,1.162631378,5.32E-07,N
NW,HQIL,2015-05-17T06:19:35.000000Z,0.79895851,9.41E-08,0.985696604,1.84E-07,0.970940811,1.72E-07,N
NW,HQIL,2015-05-18T21:40:15.000000Z,0.915915824,8.51E-07,0.854670679,1.57E-06,0.85,1.81E-06,N
NW,HQIL,2015-06-17T03:35:30.000000Z,0.78,8.25E-07,1.006909,2.55E-06,0.930637847,1.24E-06,N
NW,HQIL,2015-06-21T04:16:10.000000Z,1.197159658,1.16E-07,0.932437715,1.41E-07,1.2,2.03E-07,N
NW,HQIL,2015-05-02T23:25:30.000000Z,1.061637869,2.08E-07,1.190100993,3.11E-07,1.099366392,2.90E-07,N
NW,HQIL,2015-06-16T17:28:15.000000Z,0.73185282,8.23E-07,1.010769139,2.29E-06,0.95,2.41E-06,N
NW,HQIL,2015-05-13T06:38:45.000000Z,0.869485243,1.67E-07,0.880361104,2.02E-07,1.001326803,2.21E-07,N
NW,HQIL,2015-06-07T09:45:30.000000Z,0.958013617,1.42E-07,0.97,1.96E-07,0.91,1.97E-07,N
NW,HQIL,2015-06-01T11:04:30.000000Z,1.22190793,4.58E-07,2.812241745,1.50E-05,2.72609822,1.27E-05,N
NW,HQIL,2015-04-26T00:34:20.000000Z,1.097057904,1.73E-06,1.047639307,3.44E-06,0.886317166,2.86E-06,N
NW,HQIL,2015-04-17T14:56:05.000000Z,0.645528172,9.25E-07,0.85423069,3.82E-06,0.688762216,1.62E-06,N
NW,HQIL,2015-05-07T16:49:00.000000Z,0.59,5.73E-07,0.746261418,1.45E-06,1.063164055,1.58E-06,N
NW,HQIL,2015-05-14T02:30:55.000000Z,0.76,7.88E-07,1.098612437,2.80E-06,0.661591286,1.18E-06,N
NW,HQIL,2015-06-10T21:12:10.000000Z,0.931080517,1.02E-06,1.031976676,2.57E-06,1.016904771,3.60E-06,N
NW,HQIL,2015-06-20T10:29:30.000000Z,1.085335337,1.33E-07,0.987188527,1.67E-07,1.083206894,2.08E-07,N
NW,HQIL,2015-06-15T13:07:40.000000Z,0.903068362,1.32E-06,1.090983334,4.44E-06,0.99138907,3.43E-06,N
NW,HQIL,2015-05-25T09:07:10.000000Z,0.924556891,1.54E-07,1.039795269,3.28E-07,0.893160253,2.48E-07,N
NW,HQIL,2015-05-04T01:07:05.000000Z,1.030078473,1.63E-07,1.086960531,2.87E-07,0.975152345,2.31E-07,N
NW,HQIL,2015-06-19T11:05:45.000000Z,0.834720987,2.95E-07,0.662494065,5.20E-07,0.627225215,4.72E-07,N
NW,HQIL,2015-04-16T05:27:55.000000Z,0.920841045,2.80E-07,0.835442032,2.49E-07,1.035658783,3.35E-07,N
NW,HQIL,2015-05-04T01:56:00.000000Z,0.806606719,7.74E-08,0.91,1.48E-07,0.770757162,1.26E-07,N
NW,HQIL,2015-05-23T00:18:40.000000Z,1.175319694,1.41E-06,1.060884125,2.89E-06,0.998545859,2.86E-06,N
NW,HQIL,2015-05-19T01:13:40.000000Z,3.414174578,1.24E-06,4.25059478,3.66E-06,2.89,2.83E-06,N
NW,HQIL,2015-05-11T17:44:55.000000Z,0.745956833,6.43E-07,0.624091163,1.18E-06,0.795543423,1.41E-06,N
NW,HQIL,2015-06-24T02:24:35.000000Z,0.9,1.20E-06,0.993697663,2.92E-06,0.95,2.38E-06,N
NW,HQIL,2015-05-28T02:23:40.000000Z,0.706283,9.08E-07,0.83,3.25E-06,0.786976489,1.92E-06,N
NW,HQIL,2015-06-30T13:08:40.000000Z,1.050807097,4.33E-07,1.07359632,9.02E-07,1.102976287,1.01E-06,N
NW,HQIL,2015-06-08T14:01:20.000000Z,0.808949639,1.42E-06,0.74,5.29E-06,0.602655739,4.12E-06,N
NW,HQIL,2015-04-17T20:48:50.000000Z,0.669633836,7.81E-07,0.62356533,1.83E-06,0.801034171,1.51E-06,N
NW,HQIL,2015-05-05T17:53:20.000000Z,0.809822644,5.54E-07,0.815018265,1.50E-06,0.80799112,1.67E-06,N
NW,HQIL,2015-06-11T18:15:30.000000Z,0.902278367,1.09E-06,0.865349444,2.34E-06,0.97260949,2.75E-06,N
NW,HQIL,2015-05-08T10:07:55.000000Z,0.933553241,2.41E-07,1.182023091,8.14E-07,1.340891727,5.11E-07,N
NW,HQIL,2015-06-10T20:01:35.000000Z,1.078928856,2.08E-06,0.968608742,4.03E-06,1.143237929,5.78E-06,N
NW,HQIL,2015-05-31T03:23:20.000000Z,1.320651617,4.03E-07,0.901253276,2.32E-07,1.030829545,3.40E-07,N
NW,HQIL,2015-04-28T11:07:50.000000Z,0.957520872,2.54E-07,1.009196368,4.80E-07,1.004422795,5.08E-07,N
NW,HQIL,2015-05-15T20:55:45.000000Z,1.082054457,3.38E-07,1.075004483,7.44E-07,1.062649103,7.21E-07,N
NW,HQIL,2015-06-01T21:00:50.000000Z,0.788139291,3.40E-07,0.763412698,3.91E-07,1.441058627,1.58E-06,N
NW,HQIL,2015-06-10T10:07:50.000000Z,1.474298955,2.99E-07,2.211040825,1.07E-06,2.316423979,1.42E-06,N
NW,HQIL,2015-05-29T22:50:50.000000Z,1.599968656,1.00E-06,1.682336896,2.08E-06,1.410445202,1.74E-06,N
NW,HQIL,2015-06-24T02:41:00.000000Z,0.92,1.04E-06,0.84859559,3.69E-06,0.746543725,2.39E-06,N
NW,HQIL,2015-04-05T19:10:40.000000Z,0.839754146,1.30E-07,1.090685178,2.40E-07,0.927612705,1.86E-07,N
NW,HQIL,2015-05-18T18:15:20.000000Z,1.59801357,7.96E-07,1.752596318,2.15E-06,1.324055375,2.06E-06,N
NW,HQIL,2015-05-25T11:11:45.000000Z,1.232366267,1.16E-07,1.224548268,2.49E-07,1.40894146,2.24E-07,N
NW,HQIL,2015-06-23T23:03:45.000000Z,0.87,1.63E-06,0.888021938,2.30E-06,0.95,2.90E-06,N
NW,HQIL,2015-04-10T02:29:35.000000Z,1.072923317,2.31E-07,0.980110152,4.17E-07,0.987892668,3.97E-07,N
NW,HQIL,2015-06-15T06:16:30.000000Z,0.965034566,2.39E-07,0.981321633,2.56E-07,0.79,1.92E-07,N
NW,HQIL,2015-06-12T12:42:15.000000Z,0.818626471,7.87E-07,1.566424545,2.64E-06,0.669575738,1.77E-06,N
NW,HQIL,2015-06-30T05:03:05.000000Z,1.052655185,2.44E-07,1.019816485,4.15E-07,0.972400086,3.80E-07,N
NW,HQIL,2015-05-20T10:46:25.000000Z,0.93,1.98E-07,1.038418256,3.85E-07,1.022564539,3.95E-07,N
NW,HQIL,2015-04-17T21:35:15.000000Z,0.98,6.24E-07,1.015963895,1.57E-06,0.921038337,8.67E-07,N
NW,HQIL,2015-04-24T10:29:55.000000Z,0.929019094,2.63E-07,0.600382453,5.07E-07,0.474131514,4.71E-07,N
NW,HQIL,2015-06-29T14:21:35.000000Z,1.064062891,1.21E-06,1.002694708,3.59E-06,1.115588233,2.15E-06,N
NW,HQIL,2015-04-23T10:53:55.000000Z,1.028092547,2.48E-07,1.29371687,5.07E-07,1.239783567,4.95E-07,N
NW,HQIL,2015-05-30T06:52:05.000000Z,1.170836717,3.00E-07,1.198570329,3.02E-07,1.060275581,2.99E-07,N
NW,HQIL,2015-04-10T14:15:00.000000Z,1.150453217,1.71E-06,1.192392094,3.90E-06,1.23990744,1.99E-06,N
NW,HQIL,2015-06-16T05:15:35.000000Z,0.918547069,2.80E-07,1.165628328,2.82E-07,0.738361049,2.20E-07,N
NW,HQIL,2015-04-15T22:42:25.000000Z,1.020574881,1.18E-06,0.96036216,3.64E-06,1.293861103,2.53E-06,N
NW,HQIL,2015-05-25T04:41:40.000000Z,1.065910103,1.28E-07,1.012925758,1.55E-07,1.100984305,1.80E-07,N
NW,HQIL,2015-05-20T01:57:10.000000Z,0.783210613,3.86E-07,0.90526212,9.78E-07,0.79434768,9.88E-07,N
NW,HQIL,2015-04-28T09:57:10.000000Z,0.97,1.40E-07,1.096718954,2.60E-07,1.029300763,2.44E-07,N
NW,HQIL,2015-04-12T18:32:30.000000Z,0.684344536,1.83E-07,0.856380985,2.40E-07,1.152457772,3.44E-07,N
NW,HQIL,2015-05-17T14:35:50.000000Z,0.830154785,8.21E-08,0.591614771,1.66E-07,0.833514121,1.76E-07,N
NW,HQIL,2015-06-23T17:10:35.000000Z,0.741106006,3.20E-07,0.761475667,6.73E-07,0.822053772,7.69E-07,N
NW,HQIL,2015-04-17T16:18:20.000000Z,0.66,8.65E-07,0.749346069,2.47E-06,0.715016984,1.47E-06,N
NW,HQIL,2015-05-02T02:15:30.000000Z,1.09001847,4.14E-07,0.957330227,6.57E-07,1.02634384,9.41E-07,N
NW,HQIL,2015-04-08T18:30:45.000000Z,1.014299903,2.49E-07,0.897679905,4.50E-07,0.871798382,4.82E-07,N
NW,HQIL,2015-04-04T01:47:25.000000Z,0.765652503,2.20E-07,0.535709552,2.32E-07,0.462225288,2.20E-07,N
NW,HQIL,2015-06-19T10:57:20.000000Z,1.068931087,3.10E-07,0.84806317,5.09E-07,0.877027286,5.24E-07,N
NW,HQIL,2015-06-18T07:39:50.000000Z,1.170742308,1.58E-07,0.860033613,2.26E-07,1.122078217,5.26E-07,N
NW,HQIL,2015-04-11T15:57:25.000000Z,1.197814354,2.55E-07,0.895996324,2.95E-07,1.078503275,3.43E-07,N
NW,HQIL,2015-04-25T20:22:35.000000Z,1.050790065,2.03E-07,0.99,4.81E-07,0.892432657,4.14E-07,N
NW,HQIL,2015-05-29T10:42:45.000000Z,0.814669291,1.59E-07,0.997113161,3.73E-07,0.98,4.86E-07,N
NW,HQIL,2015-05-01T02:47:35.000000Z,0.818087122,7.98E-07,0.91789758,3.18E-06,0.676022688,1.54E-06,N
NW,HQIL,2015-05-24T14:04:40.000000Z,0.878005534,1.70E-07,0.933656043,2.04E-07,1.047309972,2.42E-07,N
NW,HQIL,2015-05-10T14:37:15.000000Z,1.093143059,1.86E-07,1.17352498,1.97E-07,1.102809186,2.06E-07,N
NW,HQIL,2015-06-29T03:04:40.000000Z,1.492392259,2.60E-07,1.059008426,2.74E-07,1.204343724,2.85E-07,N
NW,HQIL,2015-04-01T17:32:35.000000Z,0.891588863,2.00E-07,0.829407548,3.25E-07,0.880597258,3.19E-07,N
NW,HQIL,2015-04-08T19:29:15.000000Z,0.891928063,2.25E-07,0.88,3.96E-07,0.940832163,4.63E-07,N
NW,HQIL,2015-04-09T21:58:25.000000Z,0.87,7.47E-07,0.911419703,1.60E-06,0.795411588,1.27E-06,N
NW,HQIL,2015-04-24T07:34:25.000000Z,1.285542421,2.01E-07,1.003686429,2.03E-07,1.151761982,2.62E-07,N
NW,HQIL,2015-04-07T04:53:40.000000Z,0.880817043,1.85E-07,0.94425967,2.78E-07,1.084411473,2.89E-07,N
NW,HQIL,2015-05-15T05:32:20.000000Z,0.945344301,1.43E-07,0.894081414,1.89E-07,1.064331707,2.39E-07,N
NW,HQIL,2015-06-03T12:30:20.000000Z,1.023444927,2.10E-07,1.124471682,4.22E-07,0.825306945,4.14E-07,N
NW,HQIL,2015-05-02T09:06:00.000000Z,1.442853676,2.87E-07,1.014525761,2.51E-07,0.921248085,2.51E-07,N
NW,HQIL,2015-05-11T09:43:55.000000Z,1.04902954,1.76E-07,1.009186587,3.95E-07,1.200070729,4.46E-07,N
NW,HQIL,2015-04-02T19:10:40.000000Z,1.360641988,3.60E-07,1.616244152,6.74E-07,2.213172811,8.22E-07,N
NW,HQIL,2015-05-30T08:39:15.000000Z,0.958857338,1.35E-07,1.020101501,1.83E-07,1.043787993,2.10E-07,N
NW,HQIL,2015-04-09T05:53:45.000000Z,1.036643101,1.83E-07,0.955385518,2.66E-07,0.928868584,2.85E-07,N
NW,HQIL,2015-04-13T12:53:20.000000Z,0.786621054,1.35E-06,0.797410251,2.99E-06,0.839551513,1.92E-06,N
NW,HQIL,2015-06-18T07:28:00.000000Z,0.772904468,1.63E-07,0.980471879,3.12E-07,0.99,3.20E-07,N
NW,HQIL,2015-05-09T10:44:30.000000Z,1.175966246,2.24E-07,0.87,1.97E-07,1.003395929,2.52E-07,N
NW,HQIL,2015-05-18T12:07:20.000000Z,1.210656308,3.19E-07,1.259679305,7.73E-07,1.164484928,6.91E-07,N
NW,HQIL,2015-05-11T07:59:50.000000Z,1.019008887,1.47E-07,0.765847865,2.20E-07,0.760899543,1.76E-07,N
NW,HQIL,2015-04-28T11:01:35.000000Z,1.018321234,2.75E-07,1.046673375,4.67E-07,0.99,5.05E-07,N
NW,HQIL,2015-04-18T07:05:10.000000Z,1.126369471,1.82E-07,0.977554354,2.43E-07,1.083559179,2.48E-07,N
NW,HQIL,2015-06-25T17:52:50.000000Z,0.681712143,2.52E-07,0.730120413,4.80E-07,0.681049969,4.68E-07,N
NW,HQIL,2015-05-15T08:19:20.000000Z,0.612456326,1.04E-07,1.050759471,1.95E-07,0.875790652,1.74E-07,N
NW,HQIL,2015-04-04T01:13:35.000000Z,0.983969675,2.52E-07,1.290819957,3.28E-07,1.043450927,2.83E-07,N
NW,HQIL,2015-06-30T23:00:55.000000Z,0.921359775,1.77E-07,0.958154711,3.89E-07,0.957197113,4.68E-07,N
NW,HQIL,2015-06-28T06:52:55.000000Z,1.146000876,2.15E-07,1.111552287,1.66E-07,1.209428944,2.23E-07,N
NW,HQIL,2015-06-27T12:22:30.000000Z,0.553831174,1.73E-07,0.584005346,2.86E-07,0.523005308,3.03E-07,N
NW,HQIL,2015-06-18T00:55:05.000000Z,0.74,8.36E-07,0.642781315,1.51E-06,0.992605563,1.74E-06,N
NW,HQIL,2015-06-27T16:38:52.500000Z,0.80021577,2.94E-07,0.611495403,4.70E-07,0.547690513,5.09E-07,N
NW,HQIL,2015-06-02T07:52:57.500000Z,0.95,1.64E-07,1.13221777,3.66E-07,1.024923438,3.82E-07,N
NW,HQIL,2015-06-08T20:55:30.000000Z,0.96,2.26E-07,1.047246205,7.40E-07,0.995786181,1.14E-06,N
NW,HQIL,2015-06-16T22:35:25.000000Z,3.586273681,1.83E-06,3.424984763,3.55E-06,2.951749021,2.40E-06,N
NW,HQIL,2015-06-23T20:17:12.500000Z,0.709702844,3.75E-07,0.6093267,5.66E-07,0.65470901,5.53E-07,N
NW,HQIL,2015-06-29T10:28:02.500000Z,1.671775216,2.88E-07,1.857434098,6.45E-07,2.204658987,8.02E-07,N
NW,HQIL,2015-06-27T12:56:57.500000Z,1.119179243,3.48E-07,1.265304539,8.30E-07,1.753564986,1.26E-06,N
NW,HQIL,2015-05-19T01:35:42.500000Z,0.574892901,3.32E-07,0.504859129,6.30E-07,0.530297052,8.14E-07,N
NW,HQIL,2015-06-26T19:03:05.000000Z,2.388777817,1.49E-06,3.655602017,5.41E-06,2.209581544,3.35E-06,N
NW,HQIL,2015-04-16T14:12:10.000000Z,1.752838286,1.42E-06,2.304904161,3.41E-06,1.738007117,2.56E-06,N
NW,HQIL,2015-05-16T00:53:05.000000Z,0.7,4.74E-07,0.688521902,8.46E-07,0.65214658,9.86E-07,N
NW,HQIL,2015-04-07T14:08:22.500000Z,1.21718496,3.49E-07,0.94,6.25E-07,1.050335457,6.52E-07,N
NW,HQIL,2015-05-28T07:09:35.000000Z,1.332824713,1.63E-07,1.819274148,5.06E-07,2.239862782,7.12E-07,N
NW,HQIL,2015-05-13T18:42:57.500000Z,0.801981972,3.76E-07,0.849202077,7.96E-07,0.778230175,8.19E-07,N
NW,HQIL,2015-06-20T13:59:37.500000Z,0.821839977,1.84E-07,0.681056116,4.35E-07,0.638384915,4.18E-07,N
NW,HQIL,2015-05-16T02:45:25.000000Z,0.936529967,4.03E-07,0.99,7.40E-07,0.9,8.40E-07,N
NW,HQIL,2015-04-29T11:16:10.000000Z,0.804798226,3.13E-07,0.970903172,6.08E-07,0.900240004,7.53E-07,N
NW,HQIL,2015-06-30T16:37:47.500000Z,5.3,2.04E-06,2.983240874,1.49E-06,2.090207701,1.20E-06,N
NW,HQIL,2015-06-09T09:43:47.500000Z,0.521549066,1.39E-07,0.332215401,2.79E-07,0.28,3.33E-07,N
NW,HQIL,2015-05-11T15:03:47.500000Z,0.728607186,3.46E-07,0.648208148,6.12E-07,0.610335968,5.64E-07,N
NW,HQIL,2015-05-14T11:57:37.500000Z,0.842186368,6.35E-07,1.031047138,1.53E-06,0.799450083,1.38E-06,N
NW,HQIL,2015-05-26T06:24:37.500000Z,1.108233996,1.01E-07,0.708910505,1.29E-07,0.832276442,1.57E-07,N
NW,HQIL,2015-05-16T23:41:45.000000Z,0.738640093,1.37E-07,0.881183493,2.43E-07,0.751894879,2.40E-07,N
NW,HQIL,2015-06-20T16:13:42.500000Z,0.633951312,1.30E-07,0.419981079,2.29E-07,0.487474913,2.57E-07,N
NW,HQIL,2015-06-30T14:59:22.500000Z,0.776213584,3.69E-07,0.826197068,8.94E-07,0.896539132,1.24E-06,N
NW,HQIL,2015-06-30T16:34:10.000000Z,0.292953785,2.37E-07,0.583803562,4.58E-07,0.667902222,6.28E-07,N
NW,HQIL,2015-04-09T13:18:00.000000Z,0.632537719,2.00E-07,0.79,4.63E-07,0.559419481,4.70E-07,N
NW,HQIL,2015-05-25T17:48:22.500000Z,1.251977834,1.28E-07,1.041164219,1.90E-07,1.035305452,1.94E-07,N
NW,HQIL,2015-04-03T12:34:10.000000Z,0.975754051,2.37E-07,1.061498488,6.51E-07,1.017782544,6.22E-07,N
NW,HQIL,2015-04-27T15:57:07.500000Z,0.47,3.68E-07,0.405762245,6.98E-07,0.539307252,7.51E-07,N
NW,HQIL,2015-04-23T20:16:42.500000Z,1.16458522,9.55E-07,1.113722186,1.97E-06,1.208933047,2.73E-06,N
NW,HQIL,2015-05-16T18:16:05.000000Z,0.921596104,6.68E-07,0.780408971,1.18E-06,1.018619961,1.77E-06,N
NW,HQIL,2015-06-12T03:08:40.000000Z,0.990963163,2.49E-07,0.957758968,5.38E-07,0.962917537,7.90E-07,N
NW,HQIL,2015-04-24T10:21:05.000000Z,0.76,1.67E-07,0.672438136,2.73E-07,0.602428455,2.81E-07,N
NW,HQIL,2015-04-14T19:39:52.500000Z,0.923157569,3.12E-07,1.02,7.25E-07,0.982902367,8.87E-07,N
NW,HQIL,2015-06-30T18:35:05.000000Z,1.374951817,4.41E-07,1.560403029,1.18E-06,1.643299485,1.53E-06,N
NW,HQIL,2015-04-18T20:48:47.500000Z,0.785456377,1.81E-07,1.427959105,3.82E-07,1.377963318,3.77E-07,N
NW,HQIL,2015-06-27T11:42:25.000000Z,0.745444098,1.98E-07,0.628179873,2.72E-07,0.64,3.12E-07,N
NW,HQIL,2015-05-09T11:19:27.500000Z,0.991128655,3.26E-07,0.97,6.48E-07,1.152549631,7.78E-07,N
NW,HQIL,2015-05-08T18:14:05.000000Z,2.468501595,1.34E-06,2.145608556,3.92E-06,2.394165546,2.80E-06,N
NW,HQIL,2015-04-13T22:27:27.500000Z,1.172490112,3.33E-07,1.160328662,6.22E-07,1.19744892,6.32E-07,N
NW,HQIL,2015-05-29T15:13:52.500000Z,0.510089591,4.80E-07,0.425988744,9.45E-07,0.410879511,1.47E-06,N
NW,HQIL,2015-05-02T02:09:35.000000Z,0.878762068,3.86E-07,0.858076416,9.90E-07,0.775388192,1.11E-06,N
NW,HQIL,2015-06-27T12:13:27.500000Z,1.761698201,4.50E-07,2.321198262,9.27E-07,2.106295861,9.25E-07,N
NW,HQIL,2015-06-12T03:57:22.500000Z,0.933072553,7.10E-07,0.920893042,1.56E-06,0.921407346,2.19E-06,N
NW,HQIL,2015-05-23T11:20:20.000000Z,1.298757053,2.10E-07,2.288241308,7.05E-07,2.397326821,7.57E-07,N
NW,HQIL,2015-05-23T13:33:05.000000Z,1.580252207,2.74E-07,2.750568778,9.91E-07,2.664612672,9.75E-07,N
NW,HQIL,2015-06-27T12:36:20.000000Z,0.942653931,2.53E-07,1.091252474,5.32E-07,1.076373991,5.36E-07,N
NW,HQIL,2015-04-01T11:28:35.000000Z,1.080669413,2.66E-07,1.230393584,6.85E-07,1.236393983,7.64E-07,N
NW,HQIL,2015-05-17T19:49:45.000000Z,1.088098562,1.39E-07,1.214341585,4.51E-07,1.31,4.58E-07,N
NW,HQIL,2015-06-01T09:47:27.500000Z,1.261931113,2.80E-07,0.588473827,1.97E-07,0.802066099,2.75E-07,N
NW,HQIL,2015-06-18T15:07:00.000000Z,0.746707318,5.72E-07,0.626825856,1.14E-06,0.7100678,9.73E-07,N
NW,HQIL,2015-06-12T03:08:20.000000Z,0.861359425,2.27E-07,0.997619962,5.68E-07,1.01726049,8.46E-07,N
NW,HQIL,2015-04-08T01:40:50.000000Z,1.25,2.40E-07,0.945604376,2.88E-07,0.954580424,3.03E-07,N
NW,HQIL,2015-04-02T14:56:55.000000Z,0.89894749,2.40E-07,1.201318739,5.48E-07,1.689110545,7.03E-07,N
NW,HQIL,2015-06-20T12:38:05.000000Z,0.750004584,1.39E-07,0.56660184,2.28E-07,0.587386582,2.43E-07,N
NW,HQIL,2015-06-05T09:12:05.000000Z,0.671487619,1.55E-07,0.541669717,3.66E-07,0.51,3.98E-07,N
NW,HQIL,2015-06-06T14:52:30.000000Z,0.71,1.76E-07,0.448865459,3.27E-07,0.440486042,4.05E-07,N
NW,HQIL,2015-06-27T16:59:47.500000Z,0.909891278,2.59E-07,0.771934365,3.82E-07,0.903654745,5.50E-07,N
NW,HQIL,2015-05-04T13:47:10.000000Z,4.5,2.14E-06,4.861541543,5.38E-06,5.368381569,5.68E-06,N
NW,HQIL,2015-06-27T16:16:05.000000Z,1.317646052,3.93E-07,1.69188057,8.00E-07,1.932875435,1.07E-06,N
NW,HQIL,2015-04-25T22:44:55.000000Z,0.892068733,2.42E-07,0.937345806,4.66E-07,0.94,5.76E-07,N
NW,HQIL,2015-06-22T03:29:20.000000Z,0.604273543,9.37E-08,0.382226416,1.50E-07,0.411702059,1.61E-07,N
NW,HQIL,2015-06-27T11:45:00.000000Z,0.916626308,2.54E-07,1.335733188,6.17E-07,1.141983275,5.81E-07,N
NW,HQIL,2015-04-25T01:40:40.000000Z,1.06051084,2.89E-07,0.707862586,3.01E-07,0.767785828,3.13E-07,N
NW,HQIL,2015-04-02T00:10:30.000000Z,1.090308092,2.07E-07,1.02615627,4.69E-07,0.925755112,3.28E-07,N
NW,HQIL,2015-04-23T23:08:45.000000Z,1.01,9.85E-07,0.94,2.25E-06,1.046070833,2.66E-06,N
NW,HQIL,2015-04-03T10:25:02.500000Z,0.61,1.47E-07,0.521889315,2.54E-07,0.48,2.33E-07,N
NW,HQIL,2015-06-20T11:37:02.500000Z,1.62566023,2.56E-07,2.900789929,8.85E-07,2.871234529,9.89E-07,N
NW,HQIL,2015-04-08T17:14:40.000000Z,0.111179214,1.54E-06,0.63,5.77E-05,0.756413127,0,N
NW,HQIL,2015-05-05T03:26:10.000000Z,0.469945123,1.41E-06,2.092936719,3.24E-06,0.72817716,2.50E-06,N
NW,HQIL,2015-04-07T23:41:57.500000Z,0.96154901,1.95E-07,0.800427024,2.58E-07,0.83,2.89E-07,N
NW,HQIL,2015-04-01T00:55:10.000000Z,0.84591441,2.28E-07,0.460013609,2.55E-07,0.468624308,2.88E-07,N
NW,HQIL,2015-06-08T22:16:30.000000Z,0.722286088,1.89E-07,0.793567204,4.62E-07,0.81033634,7.02E-07,N
NW,HQIL,2015-04-15T08:27:42.500000Z,0.714721472,1.33E-07,0.533244038,2.41E-07,0.49796999,2.68E-07,N
NW,HQIL,2015-06-03T10:07:15.000000Z,0.946855053,1.53E-07,0.47658431,1.74E-07,0.579819849,2.17E-07,N
NW,HQIL,2015-06-27T11:51:25.000000Z,2.289300396,5.17E-07,2.449881173,1.12E-06,1.875361448,1.06E-06,N
NW,HQIL,2015-05-29T11:39:47.500000Z,0.737508015,1.70E-07,0.632172144,3.66E-07,0.626697462,4.19E-07,N
NW,HQIL,2015-06-08T21:58:32.500000Z,0.565586895,1.69E-07,0.67,4.32E-07,0.730811106,6.87E-07,N
NW,HQIL,2015-04-09T18:59:32.500000Z,0.867778078,2.19E-07,0.955688889,5.01E-07,1.073498263,6.31E-07,N
NW,HQIL,2015-06-12T09:24:30.000000Z,0.975205504,1.64E-07,0.845301683,3.00E-07,0.835281622,3.67E-07,N
NW,HQIL,2015-04-09T18:43:22.500000Z,0.889351319,1.96E-07,0.851487853,3.60E-07,0.82021356,3.83E-07,N
NW,HQIL,2015-06-27T11:04:35.000000Z,0.754923905,1.60E-07,0.852084766,2.82E-07,0.895336386,3.25E-07,N
NW,HQIL,2015-04-23T02:32:35.000000Z,4.235638198,2.23E-06,3.554783333,4.25E-06,4.821951353,5.88E-06,N
NW,HQIL,2015-06-27T11:09:30.000000Z,1.37414227,3.64E-07,1.625077443,5.42E-07,1.642839669,6.05E-07,N
NW,HQIL,2015-05-13T03:39:07.500000Z,3.393057895,1.75E-06,4.673795058,4.28E-06,2.881876304,3.02E-06,N
NW,HQIL,2015-05-16T17:18:10.000000Z,1.016821884,5.51E-07,1.091563192,1.17E-06,1.005059284,1.30E-06,N
NW,HQIL,2015-05-07T13:05:37.500000Z,0.609050305,3.79E-07,0.649101404,8.65E-07,0.67,9.08E-07,N
NW,HQIL,2015-05-06T19:15:50.000000Z,2.395243914,2.02E-06,2.557294367,4.10E-06,1.044426913,1.84E-06,N
NW,HQIL,2015-06-10T09:13:45.000000Z,1.017063095,1.30E-07,0.93,2.35E-07,0.810662391,2.41E-07,N
NW,HQIL,2015-06-27T12:19:30.000000Z,0.948487241,2.89E-07,1.097456043,5.44E-07,1,5.54E-07,N
NW,HQIL,2015-06-10T22:32:40.000000Z,1.176980184,6.95E-07,1.195800282,1.45E-06,1.145947761,1.61E-06,N
NW,HQIL,2015-04-06T20:43:55.000000Z,0.740937754,1.67E-07,0.59539117,3.15E-07,0.557368315,3.21E-07,N
NW,HQIL,2015-06-11T22:08:35.000000Z,0.904672892,9.00E-07,0.916347527,2.72E-06,1.037837461,2.93E-06,N
NW,HQIL,2015-05-09T11:20:37.500000Z,0.757732745,2.37E-07,0.888983875,3.73E-07,0.861866957,3.99E-07,N
